Sección,GRD,cuenta,precio_n,precio_min,precio_p25,precio_median,precio_mean,precio_p75,precio_max
"D37-D48  NEOPLASIAS DE COMPORTAMIENTO INCIERTO, POLICITEMIA VERA Y SÍNDROMES MIELODISPLÁSICOS",061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,5,5,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127
I20-I25  ENFERMEDADES ISQUÉMICAS CARDIACAS,041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,5,5,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251
O94-O9A  OTRAS AFECCIONES OBSTÉTRICAS NO CLASIFICADAS BAJO OTRO CONCEPTO,146101 - PH CESÁREA,5,5,833986.5124,833986.5124,833986.5124,833986.5124,833986.5124,833986.5124
O94-O9A  OTRAS AFECCIONES OBSTÉTRICAS NO CLASIFICADAS BAJO OTRO CONCEPTO,146131 - PH PARTO VAGINAL,5,5,483243.0092,483243.0092,483243.0092,483243.00920000003,483243.0092,483243.0092
"T36-T50  ENVENENAMIENTO, EFECTO ADVERSO E INFRADOSIFICACIÓN DE FÁRMACOS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS",041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,5,5,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251
"P00-P04  RECIÉN NACIDO AFECTADO POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, TRABAJO DE PARTO Y PARTO","158161 - MH NEONATO, PESO AL NACER >2499 GR CON INFECCIÓN CONGÉNITA/PERINATAL",5,5,982800.0,982800.0,982800.0,982800.0,982800.0,982800.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",061401 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO,5,5,1554887.3658,1554887.3658,1554887.3658,1554887.3658,1554887.3658,1554887.3658
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,5,5,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
F00-F09  TRASTORNOS MENTALES DEBIDOS A AFECCIONES FISIOLÓGICAS CONOCIDAS,194163 - MH TRASTORNOS ORGÁNICOS Y RETRASO MENTAL W/MCC,5,5,1262400.0,1262400.0,1262400.0,1262400.0,1262400.0,1262400.0
P10-P15  TRAUMATISMO AL NACIMIENTO,"158171 - MH NEONATO, PESO AL NACER >2499 GR SIN PROCEDIMIENTO MAYOR",5,5,158250.0,158250.0,158250.0,158250.0,158250.0,158250.0
S20-S29  TRAUMATISMOS EN EL TÓRAX,044203 - MH DERRAME PLEURAL Y NEUMOTÓRAX W/MCC,5,5,1826100.0,1826100.0,1826100.0,1826100.0,1826100.0,1826100.0
R50-R69  SÍNTOMAS Y SIGNOS GENERALES,014232 - MH MIGRAÑA Y OTRAS CEFALEAS W/CC,5,5,921150.0,921150.0,921150.0,921150.0,921150.0,921150.0
G40-G47  TRASTORNOS EPISÓDICOS Y PAROXÍSTICOS,014223 - MH CONVULSIONES W/MCC,5,5,1341300.0,1341300.0,1341300.0,1341300.0,1341300.0,1341300.0
"D65-D69  ALTERACIONES DE LA COAGULACIÓN, PÚRPURA Y OTRAS AFECCIONES HEMORRÁGICAS",164112 - MH TRASTORNOS DE COAGULACIÓN W/CC,5,5,1762950.0,1762950.0,1762950.0,1762950.0,1762950.0,1762950.0
P19-P29  TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECÍFICOS DEL PERÍODO PERINATAL,"158163 - MH NEONATO, PESO AL NACER >2499 GR CON INFECCIÓN CONGÉNITA/PERINATAL W/MCC",5,5,1406550.0,1406550.0,1406550.0,1406550.0,1406550.0,1406550.0
E20-E35  TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS,104133 - MH OTROS TRASTORNOS ENDOCRINOS W/MCC,5,5,1654500.0,1654500.0,1654500.0,1654500.0,1654500.0,1654500.0
P70-P75  TRASTORNOS ENDOCRINOS Y METABÓLICOS TRANSITORIOS ESPECÍFICOS DEL RECIÉN NACIDO,"158172 - MH NEONATO, PESO AL NACER >2499 GR SIN PROCEDIMIENTO MAYOR W/CC",5,5,751800.0,751800.0,751800.0,751800.0,751800.0,751800.0
T66-T78  OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,214111 - MH REACCIONES ALÉRGICAS,5,5,417600.0,417600.0,417600.0,417600.0,417600.0,417600.0
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,"158172 - MH NEONATO, PESO AL NACER >2499 GR SIN PROCEDIMIENTO MAYOR W/CC",5,5,751800.0,751800.0,751800.0,751800.0,751800.0,751800.0
C15-C26  NEOPLASIAS MALIGNAS DE ÓRGANOS DIGESTIVOS,071103 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO W/MCC,5,5,8517178.2603,8517178.2603,8517178.2603,8517178.2603,8517178.2603,8517178.2603
"T80-T88  COMPLICACIONES DE LA ATENCIÓN QUIRÚRGICA Y MÉDICA, NO CLASIFICADAS BAJO OTRO CONCEPTO",061403 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/MCC,5,5,3693160.8351,3693160.8351,3693160.8351,3693160.8351,3693160.8351,3693160.8351
A00-A09  ENFERMEDADES INFECCIOSAS INTESTINALES,064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,5,5,730800.0,730800.0,730800.0,730800.0,730800.0,730800.0
C15-C26  NEOPLASIAS MALIGNAS DE ÓRGANOS DIGESTIVOS,074111 - MH NEOPLASIAS DE PÁNCREAS Y SISTEMA HEPATOBILIAR,5,5,1145550.0,1145550.0,1145550.0,1145550.0,1145550.0,1145550.0
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071112 - PH PROCEDIMIENTOS COMPLEJOS SOBRE SISTEMA BILIAR W/CC,4,4,3136306.9892,3136306.9892,3136306.9892,3136306.9892,3136306.9892,3136306.9892
Z40-Z54  CONTACTOS PARA OTRA ATENCIÓN ESPECÍFICA DE SALUD,061102 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/CC,4,4,2158334.4446,2158334.4446,2158334.4446,2158334.4446,2158334.4446,2158334.4446
Z40-Z54  CONTACTOS PARA OTRA ATENCIÓN ESPECÍFICA DE SALUD,061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,4,4,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
"D65-D69  ALTERACIONES DE LA COAGULACIÓN, PÚRPURA Y OTRAS AFECCIONES HEMORRÁGICAS",164111 - MH TRASTORNOS DE COAGULACIÓN,4,4,1448550.0,1448550.0,1448550.0,1448550.0,1448550.0,1448550.0
R50-R69  SÍNTOMAS Y SIGNOS GENERALES,014223 - MH CONVULSIONES W/MCC,4,4,1341300.0,1341300.0,1341300.0,1341300.0,1341300.0,1341300.0
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,111203 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR W/MCC,4,4,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909
"K20-K31  ENFERMEDADES DEL ESÓFAGO, ESTÓMAGO Y DUODENO",041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,4,4,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
R50-R69  SÍNTOMAS Y SIGNOS GENERALES,054212 - MH SÍNCOPE Y COLAPSO W/CC,4,4,895800.0,895800.0,895800.0,895800.0,895800.0,895800.0
Z55-Z65  PERSONAS CON RIESGOS POTENCIALES DE SALUD RELACIONADOS CON SU SITUACIÓN SOCIOECONÓMICA Y PSICOSOCIAL,"158171 - MH NEONATO, PESO AL NACER >2499 GR SIN PROCEDIMIENTO MAYOR",4,4,158250.0,158250.0,158250.0,158250.0,158250.0,158250.0
"D37-D48  NEOPLASIAS DE COMPORTAMIENTO INCIERTO, POLICITEMIA VERA Y SÍNDROMES MIELODISPLÁSICOS",134121 - MH OTRAS ENFERMEDADES DEL APARATO REPRODUCTOR FEMENINO,4,4,658950.0,658950.0,658950.0,658950.0,658950.0,658950.0
"K20-K31  ENFERMEDADES DEL ESÓFAGO, ESTÓMAGO Y DUODENO",064111 - MH GASTRITIS Y ÚLCERA PÉPTICA,4,4,845250.0,845250.0,845250.0,845250.0,845250.0,845250.0
N80-N98  TRASTORNOS NO INFLAMATORIOS DEL TRACTO GENITAL FEMENINO,134123 - MH OTRAS ENFERMEDADES DEL APARATO REPRODUCTOR FEMENINO W/MCC,4,4,1126500.0,1126500.0,1126500.0,1126500.0,1126500.0,1126500.0
S00-S09  TRAUMATISMOS EN LA CABEZA,041202 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/CC,4,4,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466
"R40-R46  SÍNTOMAS Y SIGNOS QUE AFECTAN A LAS FUNCIONES COGNITIVAS, A LA PERCEPCIÓN, AL ESTADO EMOCIONAL Y A LA CONDUCTA",224121 - MH OTROS FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD,4,4,576000.0,576000.0,576000.0,576000.0,576000.0,576000.0
R00-R09  SÍNTOMAS Y SIGNOS QUE AFECTAN A LOS APARATOS CIRCULATORIO Y RESPIRATORIO,054201 - MH DOLOR TORÁCICO Y ANGINA DE PECHO,4,4,663600.0,663600.0,663600.0,663600.0,663600.0,663600.0
"R40-R46  SÍNTOMAS Y SIGNOS QUE AFECTAN A LAS FUNCIONES COGNITIVAS, A LA PERCEPCIÓN, AL ESTADO EMOCIONAL Y A LA CONDUCTA",224112 - MH SIGNOS Y SÍNTOMAS W/CC,4,4,830400.0,830400.0,830400.0,830400.0,830400.0,830400.0
E08-E14  DIABETES MELLITUS,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,4,4,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",134122 - MH OTRAS ENFERMEDADES DEL APARATO REPRODUCTOR FEMENINO W/CC,4,4,790050.0,790050.0,790050.0,790050.0,790050.0,790050.0
R00-R09  SÍNTOMAS Y SIGNOS QUE AFECTAN A LOS APARATOS CIRCULATORIO Y RESPIRATORIO,054192 - MH TRASTORNOS DE LA CONDUCCIÓN Y ARRITMIAS CARDIACAS W/CC,4,4,848850.0,848850.0,848850.0,848850.0,848850.0,848850.0
O20-O29  OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,"146121 - PH PARTO VAGINAL CON PROCED., EXCEPTO ESTERILIZACIÓN Y/O DILATACIÓN Y LEGRADO",4,4,502980.4204,502980.4204,502980.4204,502980.4204,502980.4204,502980.4204
E15-E16  OTROS TRASTORNOS DE LA REGULACIÓN DE LA GLUCOSA Y DE LA SECRECIÓN INTERNA DEL PÁNCREAS,104103 - MH DIABETES Y ENFERMEDADES METABÓLICAS Y NUTRICIONALES W/MCC,4,4,1312950.0,1312950.0,1312950.0,1312950.0,1312950.0,1312950.0
J80-J84  OTRAS ENFERMEDADES RESPIRATORIAS QUE AFECTAN PRINCIPALMENTE AL INTERSTICIO,"044211 - MH OTROS SIGNOS, SÍNTOMAS Y DIAGNÓSTICOS DE APARATO RESPIRATORIO",4,4,630450.0,630450.0,630450.0,630450.0,630450.0,630450.0
Z69-Z76  PERSONAS QUE ENTRAN EN CONTACTO CON LOS SERVICIOS SANITARIOS EN OTRAS CIRCUNSTANCIAS,"158131 - MH NEONATO, PESO AL NACER 2000-2499 GR SIN PROCEDIMIENTO MAYOR",4,4,609600.0,609600.0,609600.0,609600.0,609600.0,609600.0
P90-P96  OTROS TRASTORNOS ORIGINADOS EN EL PERÍODO PERINATAL,104101 - MH DIABETES Y ENFERMEDADES METABÓLICAS Y NUTRICIONALES,4,4,598500.0,598500.0,598500.0,598500.0,598500.0,598500.0
P80-P83  ALTERACIONES QUE AFECTAN A LA PIEL Y LOS ANEJOS Y A LA REGULACIÓN DE LA TEMPERATURA DEL RECIÉN NACIDO,"158171 - MH NEONATO, PESO AL NACER >2499 GR SIN PROCEDIMIENTO MAYOR",4,4,158250.0,158250.0,158250.0,158250.0,158250.0,158250.0
E70-E88  ALTERACIONES METABÓLICAS,104122 - MH ERRORES CONGÉNITOS DE METABOLISMO W/CC,4,4,1181550.0,1181550.0,1181550.0,1181550.0,1181550.0,1181550.0
J40-J47  ENFERMEDADES CRÓNICAS DEL TRACTO RESPIRATORIO INFERIOR,041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,4,4,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,"158173 - MH NEONATO, PESO AL NACER >2499 GR SIN PROCEDIMIENTO MAYOR W/MCC",4,4,1479600.0,1479600.0,1479600.0,1479600.0,1479600.0,1479600.0
"D37-D48  NEOPLASIAS DE COMPORTAMIENTO INCIERTO, POLICITEMIA VERA Y SÍNDROMES MIELODISPLÁSICOS",061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,4,4,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
S10-S19  TRAUMATISMOS EN EL CUELLO,"094131 - MH TRAUMATISMO DE PIEL, TEJIDO SUBCUTÁNEO Y MAMA",4,4,810150.0,810150.0,810150.0,810150.0,810150.0,810150.0
S00-S09  TRAUMATISMOS EN LA CABEZA,"094133 - MH TRAUMATISMO DE PIEL, TEJIDO SUBCUTÁNEO Y MAMA W/MCC",4,4,1417500.0,1417500.0,1417500.0,1417500.0,1417500.0,1417500.0
N40-N53  ENFERMEDADES DE LOS ÓRGANOS GENITALES MASCULINOS,124113 - MH ENF. DEL APARATO REPRODUCTOR MASCULINO EXCEPTO NEOPLASIA W/MCC,4,4,1292250.0,1292250.0,1292250.0,1292250.0,1292250.0,1292250.0
N20-N23  LITIASIS URINARIA,111402 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES W/CC,4,4,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071122 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA W/CC,4,4,2331441.2474,2331441.2474,2331441.2474,2331441.2474,2331441.2474,2331441.2474
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,4,4,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071133 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS W/MCC,4,4,2605500.0548,2605500.0548,2605500.0548,2605500.0548,2605500.0548,2605500.0548
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,4,4,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251,3417322.4251
C51-C58  NEOPLASIAS MALIGNAS DE ÓRGANOS GENITALES FEMENINOS,134103 - MH NEOPLASIA DEL APARATO REPRODUCTOR FEMENINO W/MCC,4,4,1700250.0,1700250.0,1700250.0,1700250.0,1700250.0,1700250.0
"T80-T88  COMPLICACIONES DE LA ATENCIÓN QUIRÚRGICA Y MÉDICA, NO CLASIFICADAS BAJO OTRO CONCEPTO",081502 - PH PROCEDIMIENTOS SOBRE TEJIDOS BLANDOS W/CC,4,4,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542
T26-T28  QUEMADURAS Y CORROSIONES LIMITADAS A OJO Y ÓRGANOS INTERNOS,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,4,4,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
K70-K77  ENFERMEDADES DE HÍGADO,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,4,4,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
T15-T19  EFECTOS DE CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE ORIFICIO NATURAL,064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,4,4,730800.0,730800.0,730800.0,730800.0,730800.0,730800.0
N30-N39  OTRAS ENFERMEDADES DEL APARATO URINARIO,131302 - PH HISTERECTOMIA VAGINAL Y OTROS PROCEDIMIENTOS POR VIA VAGINAL W/CC,4,4,1243133.3388,1243133.3388,1243133.3388,1243133.3388,1243133.3388,1243133.3388
"S60-S69  TRAUMATISMOS EN MUÑECA, MANO Y DEDOS","094132 - MH TRAUMATISMO DE PIEL, TEJIDO SUBCUTÁNEO Y MAMA W/CC",4,4,927000.0,927000.0,927000.0,927000.0,927000.0,927000.0
K55-K64  OTRAS ENFERMEDADES DE LOS INTESTINOS,061113 - PH LISIS DE ADHERENCIAS PERITONEALES W/MCC,4,4,3415704.6045,3415704.6045,3415704.6045,3415704.6045,3415704.6045,3415704.6045
"T80-T88  COMPLICACIONES DE LA ATENCIÓN QUIRÚRGICA Y MÉDICA, NO CLASIFICADAS BAJO OTRO CONCEPTO",041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,4,4,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
K55-K64  OTRAS ENFERMEDADES DE LOS INTESTINOS,061112 - PH LISIS DE ADHERENCIAS PERITONEALES W/CC,4,4,1955297.961,1955297.961,1955297.961,1955297.961,1955297.961,1955297.961
C15-C26  NEOPLASIAS MALIGNAS DE ÓRGANOS DIGESTIVOS,071101 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO,4,4,2897840.2348,2897840.2348,2897840.2348,2897840.2348,2897840.2348,2897840.2348
C15-C26  NEOPLASIAS MALIGNAS DE ÓRGANOS DIGESTIVOS,064101 - MH NEOPLASIAS DIGESTIVAS,4,4,991950.0,991950.0,991950.0,991950.0,991950.0,991950.0
"T80-T88  COMPLICACIONES DE LA ATENCIÓN QUIRÚRGICA Y MÉDICA, NO CLASIFICADAS BAJO OTRO CONCEPTO",184113 - MH INFECCIÓN TRAS CIRUGÍA Y POST-TRAUMÁTICA W/MCC,4,4,2281500.0,2281500.0,2281500.0,2281500.0,2281500.0,2281500.0
K40-K46  HERNIA,064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,4,4,1644300.0,1644300.0,1644300.0,1644300.0,1644300.0,1644300.0
K40-K46  HERNIA,064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,4,4,730800.0,730800.0,730800.0,730800.0,730800.0,730800.0
Z30-Z39  PERSONAS QUE ENTRAN EN CONTACTO CON LOS SERVICIOS SANITARIOS POR CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCIÓN,131131 - PH INTERRUPCIÓN TUBÁRICA ENDOSCÓPICA,4,4,975384.0317,975384.0317,975384.0317,975384.0317,975384.0317,975384.0317
S20-S29  TRAUMATISMOS EN EL TÓRAX,"094132 - MH TRAUMATISMO DE PIEL, TEJIDO SUBCUTÁNEO Y MAMA W/CC",4,4,927000.0,927000.0,927000.0,927000.0,927000.0,927000.0
N10-N16  ENFERMEDADES RENALES TÚBULO-INTERSTICIALES,111401 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES,4,4,1064525.946,1064525.946,1064525.946,1064525.946,1064525.946,1064525.946
K40-K46  HERNIA,061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,4,4,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",121101 - PH PROSTATECTOMÍA COMPLEJA,4,4,1763748.0035,1763748.0035,1763748.0035,1763748.0035,1763748.0035,1763748.0035
S20-S29  TRAUMATISMOS EN EL TÓRAX,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,4,4,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",081502 - PH PROCEDIMIENTOS SOBRE TEJIDOS BLANDOS W/CC,4,4,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542
I30-I52  OTRAS FORMAS DE ENFERMEDAD CARDIACA,054143 - MH PARO CARDIACO SIN EXPLICACIÓN W/MCC,4,4,1385550.0,1385550.0,1385550.0,1385550.0,1385550.0,1385550.0
O85-O92  COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON PUERPERIO,134172 - MH TRASTORNOS DEL POSTPARTO W/CC,4,4,718500.0,718500.0,718500.0,718500.0,718500.0,718500.0
O94-O9A  OTRAS AFECCIONES OBSTÉTRICAS NO CLASIFICADAS BAJO OTRO CONCEPTO,146102 - PH CESÁREA W/CC,4,4,929276.145,929276.145,929276.145,929276.145,929276.145,929276.145
I60-I69  ENFERMEDADES CEREBROVASCULARES,041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,4,4,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
I30-I52  OTRAS FORMAS DE ENFERMEDAD CARDIACA,041201 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO,4,4,1684636.5769,1684636.5769,1684636.5769,1684636.5769,1684636.5769,1684636.5769
J09-J18  GRIPE Y NEUMONÍA,041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,4,4,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561,18935781.0561
F30-F39  TRASTORNOS DEL ESTADO DE ÁNIMO [AFECTIVOS],194133 - MH TRASTORNO BIPOLAR W/MCC,4,4,1134150.0,1134150.0,1134150.0,1134150.0,1134150.0,1134150.0
O94-O9A  OTRAS AFECCIONES OBSTÉTRICAS NO CLASIFICADAS BAJO OTRO CONCEPTO,071143 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/MCC,4,4,2691244.5458,2691244.5458,2691244.5458,2691244.5458,2691244.5458,2691244.5458
G89-G99  OTROS TRASTORNOS DEL SISTEMA NERVIOSO,014213 - MH COMA Y ESTUPOR NO TRAUMÁTICO W/MCC,4,4,1733400.0,1733400.0,1733400.0,1733400.0,1733400.0,1733400.0
J00-J06  INFECCIONES AGUDAS DEL TRACTO RESPIRATORIO SUPERIOR,"034133 - MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS W/MCC",4,4,1044900.0,1044900.0,1044900.0,1044900.0,1044900.0,1044900.0
P19-P29  TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECÍFICOS DEL PERÍODO PERINATAL,"158101 - MH NEONATO MUERTO O TRANSFERIDO A HOSPITAL DE AGUDOS, CON EDAD <5 DIAS AL ALTA",4,4,316650.0,316650.0,316650.0,316650.0,316650.0,316650.0
O30-O48  ATENCIÓN MATERNA RELACIONADA CON EL FETO Y CAVIDAD AMNIÓTICA Y POSIBLES PROBLEMAS EN EL PARTO,146133 - PH PARTO VAGINAL W/MCC,4,4,808910.2933,808910.2933,808910.2933,808910.2933,808910.2933,808910.2933
P19-P29  TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECÍFICOS DEL PERÍODO PERINATAL,"158083 - PH NEONATO, PESO AL NACER >2499 GR CON DISTRESS RESPIRATORIO W/MCC",4,4,2856747.5919,2856747.5919,2856747.5919,2856747.5919,2856747.5919,2856747.5919
"I80-I89  ENFERMEDADES DE VENAS, VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS BAJO OTRO CONCEPTO",064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,4,4,730800.0,730800.0,730800.0,730800.0,730800.0,730800.0
I60-I69  ENFERMEDADES CEREBROVASCULARES,041202 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/CC,4,4,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466,2202500.9466
O94-O9A  OTRAS AFECCIONES OBSTÉTRICAS NO CLASIFICADAS BAJO OTRO CONCEPTO,131301 - PH HISTERECTOMIA VAGINAL Y OTROS PROCEDIMIENTOS POR VIA VAGINAL,4,4,1036375.8678,1036375.8678,1036375.8678,1036375.8678,1036375.8678,1036375.8678
F10-F19  TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL CONSUMO DE SUSTANCIAS PSICOACTIVAS,204121 - MH ABUSO Y DEPENDENCIA DE OTRAS DROGAS,4,4,559650.0,559650.0,559650.0,559650.0,559650.0,559650.0
I30-I52  OTRAS FORMAS DE ENFERMEDAD CARDIACA,051303 - PH SUSTITUCIÓN DE GENERADOR DE DESFIBRILADOR Y MARCAPASOS CARDIACO W/MCC,4,4,4428945.6379,4428945.6379,4428945.6379,4428945.6379,4428945.6379,4428945.6379
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,"158122 - MH NEONATO, PESO AL NACER 1500-1999 GR SIN PROCEDIMIENTO MAYOR W/CC",4,4,4218900.0,4218900.0,4218900.0,4218900.0,4218900.0,4218900.0
P50-P61  TRASTORNOS HEMORRÁGICOS Y HEMATOLÓGICOS DEL RECIÉN NACIDO,"158121 - MH NEONATO, PESO AL NACER 1500-1999 GR SIN PROCEDIMIENTO MAYOR",4,4,1888050.0,1888050.0,1888050.0,1888050.0,1888050.0,1888050.0
"P00-P04  RECIÉN NACIDO AFECTADO POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, TRABAJO DE PARTO Y PARTO","158131 - MH NEONATO, PESO AL NACER 2000-2499 GR SIN PROCEDIMIENTO MAYOR",4,4,609600.0,609600.0,609600.0,609600.0,609600.0,609600.0
I20-I25  ENFERMEDADES ISQUÉMICAS CARDIACAS,054162 - MH ATEROSCLEROSIS W/CC,4,4,778800.0,778800.0,778800.0,778800.0,778800.0,778800.0
